Frequency (Hz)	Level (dB)
17.000000	-65.909500
17.125000	-76.038651
17.250000	-81.684814
17.375000	-83.144180
17.500000	-81.374008
17.625000	-83.923439
17.750000	-75.454247
17.875000	-67.490204
18.000000	-69.269958
18.125000	-82.800041
18.250000	-72.026291
18.375000	-71.389084
18.500000	-68.704529
18.625000	-69.694305
18.750000	-71.926971
18.875000	-68.287842
19.000000	-72.786835
19.125000	-78.679222
19.250000	-79.534920
19.375000	-71.088104
19.500000	-75.197319
19.625000	-67.061554
19.750000	-65.873146
19.875000	-74.119682
20.000000	-71.557205
20.125000	-66.325943
20.250000	-65.494858
20.375000	-69.284859
20.500000	-78.398628
20.625000	-78.571495
20.750000	-79.451065
20.875000	-74.515747
21.000000	-75.735344
21.125000	-82.934578
21.250000	-79.069229
21.375000	-74.368729
21.500000	-68.995705
21.625000	-73.837242
21.750000	-68.898560
21.875000	-73.251854
22.000000	-81.604141
22.125000	-87.231171
22.250000	-73.177452
22.375000	-70.817139
22.500000	-74.777496
22.625000	-71.465080
22.750000	-68.686119
22.875000	-67.778252
23.000000	-74.327515
23.125000	-90.177422
23.250000	-80.719131
23.375000	-75.492203
23.500000	-69.226669
23.625000	-73.123039
23.750000	-76.868607
23.875000	-67.502495
24.000000	-69.573631
24.125000	-73.767326
24.250000	-69.899689
24.375000	-68.330490
24.500000	-69.347160
24.625000	-75.443787
24.750000	-76.039742
24.875000	-75.395561
25.000000	-74.648315
25.125000	-84.569321
25.250000	-75.216072
25.375000	-73.110741
25.500000	-72.590431
25.625000	-73.126610
25.750000	-71.385719
25.875000	-73.499710
26.000000	-76.808746
26.125000	-75.193504
26.250000	-78.393105
26.375000	-80.466576
26.500000	-81.395424
26.625000	-75.155632
26.750000	-71.024605
26.875000	-68.857445
27.000000	-71.484268
27.125000	-67.307320
27.250000	-69.155281
27.375000	-80.993042
27.500000	-71.005974
27.625000	-73.094368
27.750000	-77.512848
27.875000	-70.901970
28.000000	-66.153450
28.125000	-69.798065
28.250000	-74.699585
28.375000	-67.993820
28.500000	-70.234154
28.625000	-73.424347
28.750000	-65.875450
28.875000	-70.344360
29.000000	-79.741562
29.125000	-72.138000
29.250000	-70.848824
29.375000	-67.005775
29.500000	-64.306190
29.625000	-72.930305
29.750000	-39.249012
29.875000	-33.585678
30.000000	-40.103504
30.125000	-73.408279
30.250000	-72.526527
30.375000	-69.130997
30.500000	-68.859375
30.625000	-78.558334
30.750000	-74.513084
30.875000	-76.074097
31.000000	-70.045921
31.125000	-76.969696
31.250000	-75.006462
31.375000	-79.011978
31.500000	-72.522652
31.625000	-76.902840
31.750000	-72.165123
31.875000	-80.812401
32.000000	-78.803505
32.125000	-69.912827
32.250000	-71.839417
32.375000	-76.132164
32.500000	-71.824646
32.625000	-71.926666
32.750000	-73.122581
32.875000	-68.774384
33.000000	-69.584373
33.125000	-74.579185
33.250000	-98.590309
33.375000	-83.577515
33.500000	-86.324677
33.625000	-74.490540
33.750000	-74.540176
33.875000	-84.357826
34.000000	-83.885925
34.125000	-77.184113
34.250000	-72.813683
34.375000	-75.277061
34.500000	-74.264351
34.625000	-75.112114
34.750000	-72.667213
34.875000	-69.203712
35.000000	-81.061768
35.125000	-70.607445
35.250000	-68.489952
35.375000	-77.522354
35.500000	-74.470581
35.625000	-75.933647
35.750000	-77.887138
35.875000	-72.372780
36.000000	-73.473717
36.125000	-75.506714
36.250000	-72.067520
36.375000	-71.052330
36.500000	-77.525368
36.625000	-72.108391
36.750000	-69.429871
36.875000	-81.226021
37.000000	-80.909111
37.125000	-87.114090
37.250000	-76.513100
37.375000	-68.665237
37.500000	-71.546051
37.625000	-86.219482
37.750000	-73.157310
37.875000	-68.759018
38.000000	-72.470879
38.125000	-73.999420
38.250000	-75.310516
38.375000	-74.611107
38.500000	-69.482216
38.625000	-69.460197
38.750000	-79.197525
38.875000	-74.789078
39.000000	-75.600975
39.125000	-88.952362
39.250000	-80.439133
39.375000	-67.951111
39.500000	-66.873665
39.625000	-81.978706
39.750000	-77.381836
39.875000	-76.264458
40.000000	-75.133331
40.125000	-83.042023
40.250000	-77.744408
40.375000	-73.138535
40.500000	-72.354691
40.625000	-73.560722
40.750000	-71.925484
40.875000	-70.710289
41.000000	-75.970627
41.125000	-73.691010
41.250000	-79.007446
41.375000	-90.800163
41.500000	-76.293503
41.625000	-77.614464
41.750000	-75.735741
41.875000	-72.152519
42.000000	-78.580330
42.125000	-76.927376
42.250000	-69.873718
42.375000	-70.230568
42.500000	-73.694725
42.625000	-72.587540
42.750000	-71.217972
42.875000	-81.820381
43.000000	-80.023262
43.125000	-84.120934
43.250000	-80.075180
43.375000	-80.258385
43.500000	-71.255646
43.625000	-79.099075
43.750000	-76.346710
43.875000	-81.896584
44.000000	-81.165260
44.125000	-78.569099
44.250000	-78.977203
44.375000	-82.210983
44.500000	-64.374519
44.625000	-50.409241
44.750000	-37.339325
44.875000	-38.095062
45.000000	-54.429180
45.125000	-63.252617
45.250000	-73.925201
45.375000	-69.792175
45.500000	-82.033943
45.625000	-85.336655
45.750000	-76.122246
45.875000	-75.209694
46.000000	-76.002052
46.125000	-75.076736
46.250000	-78.481003
46.375000	-75.625488
46.500000	-71.319954
46.625000	-68.460274
46.750000	-68.589348
46.875000	-74.245735
47.000000	-72.091423
47.125000	-70.663620
47.250000	-72.008888
47.375000	-69.109619
47.500000	-72.603935
47.625000	-72.543106
47.750000	-67.342232
47.875000	-73.189034
48.000000	-74.437637
48.125000	-68.696533
48.250000	-72.365913
48.375000	-70.275604
48.500000	-70.689072
48.625000	-72.608406
48.750000	-78.644585
48.875000	-72.733101
49.000000	-72.946877
49.125000	-75.033173
49.250000	-72.479797
49.375000	-73.594940
49.500000	-70.595329
49.625000	-70.169144
49.750000	-73.032280
49.875000	-73.654129
50.000000	-65.862289
50.125000	-65.036362
50.250000	-70.495041
50.375000	-67.931259
50.500000	-76.004898
50.625000	-67.198807
50.750000	-70.886131
50.875000	-87.444107
51.000000	-78.938370
51.125000	-74.463913
51.250000	-72.137474
51.375000	-71.013611
51.500000	-68.050095
51.625000	-72.173309
51.750000	-72.186386
51.875000	-73.394341
52.000000	-78.295952
52.125000	-79.594360
52.250000	-79.048294
52.375000	-71.204193
52.500000	-74.463318
52.625000	-76.171913
52.750000	-67.092201
52.875000	-70.163788
53.000000	-87.882805
53.125000	-81.996674
53.250000	-74.865669
53.375000	-71.957458
53.500000	-70.182762
53.625000	-77.771637
53.750000	-76.063744
53.875000	-69.747955
54.000000	-68.014305
54.125000	-66.733536
54.250000	-65.776665
54.375000	-65.614754
54.500000	-66.169579
54.625000	-69.826515
54.750000	-75.458839
54.875000	-67.105553
55.000000	-66.024902
55.125000	-70.306999
55.250000	-71.729431
55.375000	-73.529251
55.500000	-75.851669
55.625000	-73.605812
55.750000	-71.067688
55.875000	-71.296822
56.000000	-74.368309
56.125000	-72.522125
56.250000	-70.079529
56.375000	-68.370216
56.500000	-75.172318
56.625000	-84.006836
56.750000	-69.667488
56.875000	-67.065788
57.000000	-77.215172
57.125000	-70.990875
57.250000	-72.013672
57.375000	-72.230576
57.500000	-70.534439
57.625000	-72.266808
57.750000	-64.930817
57.875000	-68.073608
58.000000	-70.098717
58.125000	-72.592384
58.250000	-65.101295
58.375000	-63.878643
58.500000	-67.198730
58.625000	-69.185333
58.750000	-65.395897
58.875000	-67.597412
59.000000	-73.724747
59.125000	-71.700279
59.250000	-68.571304
59.375000	-67.274590
59.500000	-77.450340
59.625000	-48.708958
59.750000	-43.600899
59.875000	-50.109928
60.000000	-74.492805
60.125000	-69.998222
60.250000	-68.249062
60.375000	-70.417709
60.500000	-83.784660
60.625000	-73.661301
60.750000	-70.177017
60.875000	-68.354675
61.000000	-69.169708
61.125000	-73.641548
61.250000	-84.831551
61.375000	-71.369881
61.500000	-67.020805
61.625000	-72.237961
61.750000	-81.362808
61.875000	-73.981567
62.000000	-68.900574
62.125000	-67.516792
62.250000	-81.311325
62.375000	-78.256065
62.500000	-80.509399
62.625000	-69.516037
62.750000	-77.512802
62.875000	-70.639442
63.000000	-69.300102
63.125000	-75.781914
63.250000	-75.449669
63.375000	-69.940926
63.500000	-70.163986
63.625000	-78.036377
63.750000	-84.339371
63.875000	-68.739578
64.000000	-66.538727
64.125000	-71.849800
64.250000	-70.739410
64.375000	-67.655045
64.500000	-73.164711
64.625000	-78.106133
64.750000	-72.651085
64.875000	-76.717392
65.000000	-70.059280
65.125000	-65.847656
65.250000	-70.694412
65.375000	-72.904907
65.500000	-69.487717
65.625000	-66.323944
65.750000	-66.886963
65.875000	-73.844513
66.000000	-76.961273
66.125000	-71.510933
66.250000	-75.091187
66.375000	-86.503922
66.500000	-76.583687
66.625000	-73.752319
66.750000	-79.092697
66.875000	-77.128052
67.000000	-79.738815
67.125000	-75.351990
67.250000	-74.255295
67.375000	-71.335663
67.500000	-77.002617
67.625000	-78.640701
67.750000	-82.955688
67.875000	-76.117119
68.000000	-72.104240
68.125000	-78.092567
68.250000	-85.004562
68.375000	-80.462486
68.500000	-79.392242
68.625000	-73.532913
68.750000	-72.763092
68.875000	-76.733528
69.000000	-88.197311
69.125000	-80.374306
69.250000	-72.116074
69.375000	-72.411545
69.500000	-75.635574
69.625000	-73.469315
69.750000	-71.194153
69.875000	-80.936859
70.000000	-74.568840
70.125000	-79.534996
70.250000	-80.966454
70.375000	-73.199928
70.500000	-82.949196
70.625000	-81.071182
70.750000	-89.169754
70.875000	-77.306297
71.000000	-73.853600
71.125000	-79.524162
71.250000	-73.666786
71.375000	-80.018402
71.500000	-77.260582
71.625000	-85.712212
71.750000	-85.848831
71.875000	-72.636833
72.000000	-71.879517
72.125000	-73.671379
72.250000	-69.068756
72.375000	-67.700188
72.500000	-78.510773
72.625000	-77.236458
72.750000	-74.548828
72.875000	-78.573807
73.000000	-76.262917
73.125000	-72.657951
73.250000	-87.857826
73.375000	-76.758179
73.500000	-75.191734
73.625000	-73.460648
73.750000	-71.263634
73.875000	-72.042274
74.000000	-71.317696
74.125000	-76.280533
74.250000	-78.735359
74.375000	-70.566055
74.500000	-64.922813
74.625000	-49.126801
74.750000	-49.404037
74.875000	-62.594055
75.000000	-85.238792
75.125000	-75.143661
75.250000	-70.161926
75.375000	-71.214874
75.500000	-77.172577
75.625000	-94.803627
75.750000	-79.583656
75.875000	-81.879768
76.000000	-87.005920
76.125000	-90.237198
76.250000	-93.722809
76.375000	-73.007324
76.500000	-71.645699
76.625000	-77.821594
76.750000	-78.858841
76.875000	-82.226776
77.000000	-86.189659
77.125000	-79.055122
77.250000	-78.633812
77.375000	-79.351181
77.500000	-83.850830
77.625000	-73.286148
77.750000	-70.159386
77.875000	-72.934975
78.000000	-73.946625
78.125000	-78.127167
78.250000	-79.676292
78.375000	-74.983589
78.500000	-75.557678
78.625000	-84.340111
78.750000	-91.718727
78.875000	-81.829910
79.000000	-76.817886
79.125000	-74.532410
79.250000	-73.081573
79.375000	-72.238762
79.500000	-78.001205
79.625000	-79.505363
79.750000	-87.089470
79.875000	-93.655571
80.000000	-73.746796
80.125000	-79.208450
80.250000	-76.742989
80.375000	-84.040993
80.500000	-78.395546
80.625000	-83.798996
80.750000	-76.951416
80.875000	-92.302376
81.000000	-76.028015
81.125000	-74.903671
81.250000	-73.600464
81.375000	-78.038788
81.500000	-85.031792
81.625000	-81.028236
81.750000	-74.307587
81.875000	-72.685127
82.000000	-73.893356
82.125000	-70.320015
82.250000	-74.645790
82.375000	-93.227425
82.500000	-81.644691
82.625000	-77.417824
82.750000	-78.508759
82.875000	-77.702957
83.000000	-83.612518
83.125000	-77.830032
83.250000	-75.049690
83.375000	-74.879272
83.500000	-77.791679
83.625000	-77.515068
83.750000	-87.494606
83.875000	-86.443451
84.000000	-82.365532
84.125000	-77.973862
84.250000	-77.151138
84.375000	-76.234497
84.500000	-75.045341
84.625000	-77.037476
84.750000	-67.963226
84.875000	-70.195923
85.000000	-76.380005
85.125000	-80.407425
85.250000	-91.794640
85.375000	-92.669373
85.500000	-75.953247
85.625000	-72.884132
85.750000	-73.670792
85.875000	-74.826889
86.000000	-76.323982
86.125000	-79.464516
86.250000	-87.859444
86.375000	-84.306534
86.500000	-77.536491
86.625000	-81.812943
86.750000	-95.838234
86.875000	-95.583725
87.000000	-82.167343
87.125000	-76.159149
87.250000	-81.388794
87.375000	-78.946976
87.500000	-81.868179
87.625000	-73.262955
87.750000	-73.433754
87.875000	-82.184959
88.000000	-90.662247
88.125000	-93.757187
88.250000	-78.720474
88.375000	-79.084404
88.500000	-80.174500
88.625000	-79.824173
88.750000	-83.526642
88.875000	-84.445961
89.000000	-78.476036
89.125000	-76.643837
89.250000	-74.564400
89.375000	-80.173332
89.500000	-59.636669
89.625000	-56.211342
89.750000	-65.048645
89.875000	-77.121948
90.000000	-74.210724
90.125000	-71.010124
90.250000	-79.870087
90.375000	-76.297844
90.500000	-80.154160
90.625000	-75.330833
90.750000	-79.978828
90.875000	-82.130531
91.000000	-84.398453
91.125000	-83.179886
91.250000	-84.776550
91.375000	-88.335899
91.500000	-83.409203
91.625000	-78.290901
91.750000	-75.067657
91.875000	-74.606544
92.000000	-87.074654
92.125000	-78.065941
92.250000	-82.366768
92.375000	-87.747810
92.500000	-79.991501
92.625000	-76.262199
92.750000	-80.150177
92.875000	-75.319267
93.000000	-73.451485
93.125000	-73.816406
93.250000	-78.563492
93.375000	-97.172882
93.500000	-82.222595
93.625000	-76.709129
93.750000	-73.648499
93.875000	-73.021248
94.000000	-75.523094
94.125000	-80.916687
94.250000	-80.420715
94.375000	-77.381195
94.500000	-75.633118
94.625000	-87.904121
94.750000	-80.957268
94.875000	-83.032219
95.000000	-78.272522
95.125000	-78.912018
95.250000	-88.387840
95.375000	-83.033585
95.500000	-79.728531
95.625000	-78.085335
95.750000	-77.946678
95.875000	-79.346588
96.000000	-75.946960
96.125000	-102.241028
96.250000	-78.405426
96.375000	-85.777710
96.500000	-79.479630
96.625000	-75.087479
96.750000	-84.403122
96.875000	-83.051949
97.000000	-84.552505
97.125000	-76.812294
97.250000	-77.696831
97.375000	-79.728683
97.500000	-80.197899
97.625000	-92.016685
97.750000	-83.498245
97.875000	-83.439156
98.000000	-83.397469
98.125000	-80.417465
98.250000	-76.317078
98.375000	-82.196167
98.500000	-84.285797
98.625000	-84.193092
98.750000	-79.904266
98.875000	-81.304985
99.000000	-79.217087
99.125000	-74.738777
99.250000	-77.548561
99.375000	-76.680885
99.500000	-75.329712
99.625000	-76.204773
99.750000	-79.484261
99.875000	-78.784630
100.000000	-75.827629
100.125000	-76.798439
100.250000	-77.989372
100.375000	-80.416130
100.500000	-81.970039
100.625000	-84.976364
100.750000	-85.045547
100.875000	-82.729866
101.000000	-80.513947
101.125000	-76.573296
101.250000	-80.581429
101.375000	-82.467102
101.500000	-79.845383
101.625000	-75.624863
101.750000	-74.582695
101.875000	-74.757797
102.000000	-80.179100
102.125000	-82.649445
102.250000	-81.494316
102.375000	-84.660950
102.500000	-85.142738
102.625000	-78.338707
102.750000	-75.412125
102.875000	-88.218666
103.000000	-73.914307
103.125000	-78.782150
103.250000	-88.780205
103.375000	-79.587379
103.500000	-79.768257
103.625000	-84.585075
103.750000	-80.197952
103.875000	-79.281250
104.000000	-79.254448
104.125000	-85.108398
104.250000	-91.531654
104.375000	-66.779381
104.500000	-58.428265
104.625000	-61.109932
104.750000	-72.907150
104.875000	-82.241516
105.000000	-80.511566
105.125000	-79.174751
105.250000	-88.369209
105.375000	-95.862823
105.500000	-93.930923
105.625000	-86.155045
105.750000	-82.681938
105.875000	-78.881332
106.000000	-76.943817
106.125000	-75.578972
106.250000	-75.004616
106.375000	-79.472382
106.500000	-81.330551
106.625000	-75.540817
106.750000	-76.835091
106.875000	-89.559410
107.000000	-85.478378
107.125000	-74.913643
107.250000	-77.939133
107.375000	-84.250175
107.500000	-79.822601
107.625000	-80.301208
107.750000	-84.050858
107.875000	-88.896233
108.000000	-91.599007
108.125000	-98.634178
108.250000	-91.649345
108.375000	-84.069839
108.500000	-87.042892
108.625000	-83.076614
108.750000	-80.436897
108.875000	-86.959335
109.000000	-77.793877
109.125000	-93.403488
109.250000	-96.498901
109.375000	-83.158951
109.500000	-90.821838
109.625000	-92.439842
109.750000	-81.678703
109.875000	-80.915108
110.000000	-98.111206
110.125000	-100.710152
110.250000	-86.926643
110.375000	-80.448280
110.500000	-82.355568
110.625000	-86.620537
110.750000	-82.036400
110.875000	-80.394691
111.000000	-78.169090
111.125000	-76.862724
111.250000	-77.064018
111.375000	-80.402023
111.500000	-77.345245
111.625000	-76.428864
111.750000	-79.598991
111.875000	-81.688515
112.000000	-94.773750
112.125000	-85.310783
112.250000	-89.690651
112.375000	-93.618011
112.500000	-82.949615
112.625000	-74.801102
112.750000	-75.405952
112.875000	-82.092049
113.000000	-79.800903
113.125000	-86.846764
113.250000	-88.437263
113.375000	-83.097954
113.500000	-81.502609
113.625000	-86.177650
113.750000	-92.342819
113.875000	-81.345383
114.000000	-76.988602
114.125000	-76.683525
114.250000	-79.667831
114.375000	-92.633789
114.500000	-81.277779
114.625000	-84.411980
114.750000	-91.417633
114.875000	-91.641678
115.000000	-96.403992
115.125000	-83.870384
115.250000	-81.583481
115.375000	-87.349800
115.500000	-84.829956
115.625000	-80.209099
115.750000	-80.532349
115.875000	-81.843483
116.000000	-100.160049
116.125000	-80.952240
116.250000	-79.313560
116.375000	-78.239365
116.500000	-80.132935
116.625000	-82.196220
116.750000	-84.863174
116.875000	-86.302094
117.000000	-92.459923
117.125000	-83.533142
117.250000	-88.771614
117.375000	-109.790962
117.500000	-86.684067
117.625000	-76.703186
117.750000	-77.237038
117.875000	-91.723343
118.000000	-87.046227
118.125000	-82.729195
118.250000	-87.979980
118.375000	-94.228844
118.500000	-99.902718
118.625000	-85.423866
118.750000	-84.804405
118.875000	-81.932648
119.000000	-78.431244
119.125000	-72.427528
119.250000	-56.077465
119.375000	-40.669888
119.500000	-39.664028
119.625000	-51.846004
119.750000	-69.137886
119.875000	-78.990318
120.000000	-86.618774
120.125000	-81.895386
120.250000	-92.406738
120.375000	-97.581482
120.500000	-96.238678
120.625000	-82.302078
120.750000	-82.188339
120.875000	-84.577751
121.000000	-94.953751
121.125000	-88.755226
121.250000	-86.568130
121.375000	-84.896248
121.500000	-82.932739
121.625000	-79.714920
121.750000	-86.063538
121.875000	-85.044548
122.000000	-83.122398
122.125000	-91.065849
122.250000	-91.764008
122.375000	-92.256317
122.500000	-87.661171
122.625000	-95.438820
122.750000	-103.860565
122.875000	-81.185677
123.000000	-81.323830
123.125000	-101.574150
123.250000	-79.783211
123.375000	-79.205719
123.500000	-81.122719
123.625000	-77.153008
123.750000	-76.214088
123.875000	-80.715881
124.000000	-82.892426
124.125000	-82.247849
124.250000	-85.890259
124.375000	-86.068924
124.500000	-85.530182
124.625000	-105.091118
124.750000	-82.628181
124.875000	-79.964539
125.000000	-87.467796
125.125000	-84.638588
125.250000	-80.791664
125.375000	-80.041649
125.500000	-83.918999
125.625000	-82.168663
125.750000	-81.764915
125.875000	-86.744240
126.000000	-87.088013
126.125000	-88.808273
126.250000	-84.572243
126.375000	-88.188095
126.500000	-91.549484
126.625000	-85.262939
126.750000	-80.655327
126.875000	-84.627098
127.000000	-89.515717
127.125000	-89.029388
127.250000	-96.035690
127.375000	-90.556999
127.500000	-84.409485
127.625000	-82.433418
127.750000	-87.311699
127.875000	-91.738594
128.000000	-86.369278
128.125000	-87.691467
128.250000	-89.942886
128.375000	-92.228340
128.500000	-90.270889
128.625000	-104.591415
128.750000	-89.241806
128.875000	-82.988808
129.000000	-82.433182
129.125000	-91.937119
129.250000	-91.085846
129.375000	-85.959236
129.500000	-82.991211
129.625000	-90.883080
129.750000	-77.869080
129.875000	-78.095642
130.000000	-87.330727
130.125000	-84.114487
130.250000	-84.253372
130.375000	-82.905884
130.500000	-88.836372
130.625000	-87.460640
130.750000	-84.547295
130.875000	-91.301750
131.000000	-98.261559
131.125000	-85.745651
131.250000	-80.135902
131.375000	-84.179642
131.500000	-84.474274
131.625000	-83.278717
131.750000	-84.767761
131.875000	-91.129204
132.000000	-84.340904
132.125000	-82.792358
132.250000	-88.151062
132.375000	-91.037224
132.500000	-100.782265
132.625000	-94.315613
132.750000	-87.593002
132.875000	-82.586647
133.000000	-83.423485
133.125000	-97.354973
133.250000	-86.000519
133.375000	-85.536980
133.500000	-95.962509
133.625000	-90.014359
133.750000	-83.306259
133.875000	-84.631813
134.000000	-89.537033
134.125000	-79.813309
134.250000	-66.699036
134.375000	-60.981796
134.500000	-66.038445
134.625000	-88.746735
134.750000	-85.151848
134.875000	-82.203400
135.000000	-96.665619
135.125000	-83.325157
135.250000	-83.164185
135.375000	-88.256104
135.500000	-90.494873
135.625000	-85.092278
135.750000	-81.021782
135.875000	-80.178062
136.000000	-94.959671
136.125000	-85.497307
136.250000	-87.505974
136.375000	-92.298256
136.500000	-95.150284
136.625000	-86.249153
136.750000	-91.364983
136.875000	-90.144203
137.000000	-88.547646
137.125000	-85.836288
137.250000	-96.152817
137.375000	-87.996658
137.500000	-87.902802
137.625000	-89.081436
137.750000	-90.058640
137.875000	-85.357399
138.000000	-82.647285
138.125000	-89.186012
138.250000	-97.184654
138.375000	-89.713104
138.500000	-86.213135
138.625000	-101.115166
138.750000	-102.216866
138.875000	-84.364746
139.000000	-84.397423
139.125000	-81.642014
139.250000	-80.263962
139.375000	-89.557793
139.500000	-94.364662
139.625000	-100.528770
139.750000	-93.716888
139.875000	-95.292732
140.000000	-87.415283
140.125000	-89.968681
140.250000	-98.603348
140.375000	-92.774673
140.500000	-90.593704
140.625000	-94.002548
140.750000	-90.342834
140.875000	-89.273544
141.000000	-84.843910
141.125000	-84.119057
141.250000	-92.891403
141.375000	-90.877312
141.500000	-93.921196
141.625000	-91.078270
141.750000	-88.749962
141.875000	-89.167130
142.000000	-89.177895
142.125000	-90.782539
142.250000	-87.341393
142.375000	-86.289680
142.500000	-84.294235
142.625000	-86.844765
142.750000	-91.828674
142.875000	-93.462654
143.000000	-88.757011
143.125000	-95.012306
143.250000	-92.493118
143.375000	-96.123497
143.500000	-87.854042
143.625000	-83.417389
143.750000	-89.379700
143.875000	-96.825432
144.000000	-92.240089
144.125000	-91.965271
144.250000	-105.634232
144.375000	-85.806465
144.500000	-89.716377
144.625000	-92.472031
144.750000	-84.618073
144.875000	-85.182037
145.000000	-104.734352
145.125000	-93.480209
145.250000	-90.117531
145.375000	-88.140549
145.500000	-89.696297
145.625000	-89.208626
145.750000	-92.434685
145.875000	-84.100571
146.000000	-89.782234
146.125000	-97.945877
146.250000	-91.942719
146.375000	-85.424042
146.500000	-85.405113
146.625000	-104.048576
146.750000	-87.306587
146.875000	-95.074074
147.000000	-87.822990
147.125000	-89.514099
147.250000	-103.553001
147.375000	-90.597000
147.500000	-88.341599
147.625000	-85.301819
147.750000	-88.569885
147.875000	-86.370049
148.000000	-87.897118
148.125000	-91.448372
148.250000	-88.546135
148.375000	-93.403061
148.500000	-94.077431
148.625000	-94.104431
148.750000	-96.233292
148.875000	-96.106873
149.000000	-87.833969
149.125000	-80.702194
149.250000	-64.169060
149.375000	-63.238697
149.500000	-76.257011
149.625000	-84.878258
149.750000	-91.140038
149.875000	-88.425789
150.000000	-87.180916
150.125000	-90.073265
150.250000	-96.095093
150.375000	-93.045853
150.500000	-94.249908
150.625000	-93.898766
150.750000	-89.379150
150.875000	-88.207207
151.000000	-86.290421
151.125000	-89.369446
151.250000	-95.001282
151.375000	-90.363800
151.500000	-97.505981
151.625000	-93.640869
151.750000	-84.668846
151.875000	-86.032997
152.000000	-92.588181
152.125000	-98.021523
152.250000	-95.437691
152.375000	-92.952728
152.500000	-89.427185
152.625000	-90.611313
152.750000	-101.791328
152.875000	-98.961182
153.000000	-93.002075
153.125000	-90.200081
153.250000	-93.956940
153.375000	-94.659706
153.500000	-85.882317
153.625000	-83.113373
153.750000	-86.973480
153.875000	-95.207161
154.000000	-92.384758
154.125000	-86.967560
154.250000	-86.628860
154.375000	-87.934013
154.500000	-94.452782
154.625000	-98.177834
154.750000	-91.566727
154.875000	-88.780579
155.000000	-93.817863
155.125000	-84.676193
155.250000	-85.501823
155.375000	-94.187798
155.500000	-92.350281
155.625000	-86.489365
155.750000	-89.705635
155.875000	-96.072319
156.000000	-94.212051
156.125000	-96.701500
156.250000	-103.369812
156.375000	-103.389069
156.500000	-98.205070
156.625000	-103.335930
156.750000	-90.453606
156.875000	-88.644157
157.000000	-95.076447
157.125000	-88.940643
157.250000	-87.013931
157.375000	-86.713806
157.500000	-85.961044
157.625000	-84.212761
157.750000	-84.870186
157.875000	-90.355927
158.000000	-94.381752
158.125000	-95.854660
158.250000	-92.189178
158.375000	-95.207130
158.500000	-91.033279
158.625000	-87.183838
