Frequency (Hz)	Level (dB)
38.000000	-32.549019
38.125000	-32.516979
38.250000	-32.313118
38.375000	-32.937485
38.500000	-32.157967
38.625000	-32.106884
38.750000	-32.360950
38.875000	-31.590731
39.000000	-32.199501
39.125000	-32.105915
39.250000	-31.851000
39.375000	-32.750092
39.500000	-32.357052
39.625000	-32.403748
39.750000	-32.879269
39.875000	-32.043781
40.000000	-32.363297
40.125000	-32.232906
40.250000	-31.732639
40.375000	-32.510487
40.500000	-32.094360
40.625000	-32.307804
40.750000	-32.984108
40.875000	-32.350048
41.000000	-32.737621
41.125000	-32.716476
41.250000	-31.962492
41.375000	-32.494133
41.500000	-31.954369
41.625000	-31.907919
41.750000	-32.598534
41.875000	-32.105778
42.000000	-32.601776
42.125000	-32.909595
42.250000	-32.323269
42.375000	-32.916866
42.500000	-32.419163
42.625000	-32.085281
42.750000	-32.689537
42.875000	-31.938822
43.000000	-32.480919
43.125000	-32.856613
43.250000	-32.389065
43.375000	-33.083275
43.500000	-32.817574
43.625000	-32.348965
43.750000	-32.849705
43.875000	-32.034874
44.000000	-32.266094
44.125000	-32.701973
44.250000	-32.181824
44.375000	-33.022888
44.500000	-32.945431
44.625000	-32.528221
44.750000	-33.224289
44.875000	-32.470066
45.000000	-32.437168
45.125000	-32.848812
45.250000	-32.148838
45.375000	-32.897797
45.500000	-32.957825
45.625000	-32.709423
45.750000	-33.442665
45.875000	-32.758736
46.000000	-32.603962
46.125000	-33.018032
46.250000	-32.171120
46.375000	-32.712708
46.500000	-32.817196
46.625000	-32.536839
46.750000	-33.520996
46.875000	-33.061974
47.000000	-32.881489
47.125000	-33.442047
47.250000	-32.522907
47.375000	-32.939018
47.500000	-33.095116
47.625000	-32.746029
47.750000	-33.682289
47.875000	-33.335899
48.000000	-33.090164
48.125000	-33.665257
48.250000	-32.746769
48.375000	-32.975449
48.500000	-33.191032
48.625000	-32.646389
48.750000	-33.565639
48.875000	-33.375229
49.000000	-33.229958
49.125000	-34.017063
49.250000	-33.123646
49.375000	-33.291046
49.500000	-33.543324
49.625000	-32.870743
49.750000	-33.873627
49.875000	-33.765251
50.000000	-33.627468
50.125000	-34.328732
50.250000	-33.511097
50.375000	-33.546520
50.500000	-33.898823
50.625000	-33.080647
50.750000	-33.960587
50.875000	-33.959629
51.000000	-33.769737
51.125000	-34.705784
51.250000	-33.948044
51.375000	-33.918991
51.500000	-34.386868
51.625000	-33.645279
51.750000	-34.413937
51.875000	-34.532314
52.000000	-34.292156
52.125000	-35.142117
52.250000	-34.509628
52.375000	-34.313732
52.500000	-34.886997
52.625000	-34.118206
52.750000	-34.868023
52.875000	-35.089958
53.000000	-34.820053
53.125000	-35.754669
53.250000	-35.218300
53.375000	-35.040527
53.500000	-35.767540
53.625000	-35.027809
53.750000	-35.801414
53.875000	-36.106926
54.000000	-35.497379
54.125000	-36.445465
54.250000	-35.985050
54.375000	-35.663300
54.500000	-36.486610
54.625000	-35.855774
54.750000	-36.679993
54.875000	-37.275059
55.000000	-36.807343
55.125000	-37.777374
55.250000	-37.356377
55.375000	-37.131794
55.500000	-38.070606
55.625000	-37.425877
55.750000	-38.144016
55.875000	-38.771027
56.000000	-38.285324
56.125000	-39.093452
56.250000	-38.825710
56.375000	-38.698460
56.500000	-39.948742
56.625000	-39.610512
56.750000	-40.276173
56.875000	-40.990353
57.000000	-40.544594
57.125000	-41.524582
57.250000	-41.424343
57.375000	-41.549126
57.500000	-42.959278
57.625000	-42.868416
57.750000	-43.409019
57.875000	-44.374523
58.000000	-43.644600
58.125000	-44.913368
58.250000	-45.287693
58.375000	-45.549137
58.500000	-47.667828
58.625000	-48.350403
58.750000	-49.236141
58.875000	-50.593349
59.000000	-50.807617
59.125000	-53.512581
59.250000	-53.942299
59.375000	-55.058430
59.500000	-56.867321
59.625000	-57.392830
59.750000	-58.084328
59.875000	-59.987289
60.000000	-60.872570
60.125000	-58.924950
60.250000	-57.029526
60.375000	-54.239326
60.500000	-52.508354
60.625000	-51.121967
60.750000	-49.470432
60.875000	-49.634495
61.000000	-48.114536
61.125000	-47.762016
61.250000	-47.789303
61.375000	-46.249432
61.500000	-45.753544
61.625000	-44.929283
61.750000	-44.112850
61.875000	-44.423950
62.000000	-43.340797
62.125000	-42.994488
62.250000	-43.270065
62.375000	-41.761555
62.500000	-42.290062
62.625000	-41.766453
62.750000	-40.928246
62.875000	-41.891232
63.000000	-40.889820
63.125000	-40.514042
63.250000	-40.933083
63.375000	-39.614452
63.500000	-40.072033
63.625000	-39.958858
63.750000	-39.231438
63.875000	-39.771744
64.000000	-38.728542
64.125000	-38.370831
64.250000	-39.135372
64.375000	-38.283501
64.500000	-38.987350
64.625000	-38.923717
64.750000	-37.708851
64.875000	-38.347374
65.000000	-37.490753
65.125000	-37.390469
65.250000	-38.034359
65.375000	-37.088081
65.500000	-37.457817
65.625000	-37.541122
65.750000	-36.483089
65.875000	-37.518360
66.000000	-36.984921
66.125000	-36.821964
66.250000	-37.529507
66.375000	-36.263016
66.500000	-36.451332
66.625000	-36.737602
66.750000	-35.940155
66.875000	-36.872841
67.000000	-36.423244
67.125000	-35.739559
67.250000	-36.564022
67.375000	-35.567627
67.500000	-36.067032
67.625000	-36.598743
67.750000	-35.658829
67.875000	-36.341663
68.000000	-35.890549
68.125000	-35.202244
68.250000	-36.228420
68.375000	-35.408817
68.500000	-35.608418
68.625000	-36.062290
68.750000	-34.874043
68.875000	-35.685047
69.000000	-35.599945
69.125000	-35.197910
69.250000	-36.184052
69.375000	-35.154720
69.500000	-34.995098
69.625000	-35.642731
69.750000	-34.730419
69.875000	-35.542454
70.000000	-35.520180
70.125000	-34.593006
70.250000	-35.535461
70.375000	-34.734669
70.500000	-34.904980
70.625000	-35.803997
70.750000	-34.764641
70.875000	-35.160835
71.000000	-35.104652
71.125000	-34.242481
71.250000	-35.421154
71.375000	-34.895695
71.500000	-34.640385
71.625000	-35.428619
71.750000	-34.247467
71.875000	-34.881813
72.000000	-35.219124
72.125000	-34.435905
72.250000	-35.338081
72.375000	-34.684448
72.500000	-34.185349
72.625000	-35.217587
72.750000	-34.332619
72.875000	-34.764225
73.000000	-35.082653
73.125000	-33.961399
73.250000	-35.008320
73.375000	-34.732086
73.500000	-34.512581
73.625000	-35.447144
73.750000	-34.243702
73.875000	-34.334709
74.000000	-34.890144
74.125000	-34.071049
74.250000	-35.057896
74.375000	-34.773598
74.500000	-34.012791
74.625000	-35.082142
74.750000	-34.216721
74.875000	-34.645061
75.000000	-35.255226
75.125000	-33.971767
75.250000	-34.600155
75.375000	-34.484135
75.500000	-34.056824
75.625000	-35.177402
75.750000	-34.276279
75.875000	-34.132980
76.000000	-34.903706
76.125000	-33.920761
76.250000	-34.882660
76.375000	-34.904655
76.500000	-33.870110
76.625000	-34.848343
76.750000	-34.074844
76.875000	-34.276833
77.000000	-35.164677
77.125000	-33.990402
77.250000	-34.451603
77.375000	-34.685661
77.500000	-33.965942
77.625000	-35.202702
77.750000	-34.507847
77.875000	-34.006474
78.000000	-34.918343
78.125000	-33.884098
78.250000	-34.579372
78.375000	-34.979416
78.500000	-33.847500
78.625000	-34.860577
78.750000	-34.361340
78.875000	-34.241318
79.000000	-35.307953
79.125000	-34.148579
79.250000	-34.290466
79.375000	-34.741585
79.500000	-33.883934
79.625000	-34.991867
79.750000	-34.593273
79.875000	-33.857082
80.000000	-35.015656
80.125000	-34.115128
80.250000	-34.598808
80.375000	-35.165684
80.500000	-33.844845
80.625000	-34.713688
80.750000	-34.517166
80.875000	-34.143414
81.000000	-35.173977
81.125000	-34.111629
81.250000	-34.227875
81.375000	-35.142410
81.500000	-34.167427
81.625000	-34.965729
81.750000	-34.746765
81.875000	-33.795944
82.000000	-35.036869
82.125000	-34.381653
82.250000	-34.347599
82.375000	-35.153309
82.500000	-33.855026
82.625000	-34.789009
82.750000	-34.978542
82.875000	-34.185974
83.000000	-35.111607
83.125000	-34.257717
83.250000	-34.189907
83.375000	-35.288597
83.500000	-34.222614
83.625000	-34.695686
83.750000	-34.909115
83.875000	-34.075569
84.000000	-35.347988
84.125000	-34.764526
84.250000	-34.181633
84.375000	-35.206192
84.500000	-34.112820
84.625000	-34.798290
84.750000	-35.165928
84.875000	-33.972534
85.000000	-35.081245
85.125000	-34.706490
85.250000	-34.468090
85.375000	-35.483566
85.500000	-34.174191
85.625000	-34.486671
85.750000	-35.132801
85.875000	-34.263145
86.000000	-35.132771
86.125000	-34.745667
86.250000	-34.203075
86.375000	-35.570049
86.500000	-34.662098
86.625000	-34.665470
86.750000	-35.253410
86.875000	-34.092365
87.000000	-35.194847
87.125000	-35.091049
87.250000	-34.242210
87.375000	-35.440392
87.500000	-34.550346
87.625000	-34.885437
87.750000	-35.633236
87.875000	-34.209484
88.000000	-34.998631
88.125000	-35.048767
88.250000	-34.469418
88.375000	-35.545200
88.500000	-34.640091
88.625000	-34.665253
88.750000	-35.756344
88.875000	-34.632732
89.000000	-35.086002
89.125000	-35.136486
89.250000	-34.331554
89.375000	-35.628773
89.500000	-34.998158
89.625000	-34.532532
89.750000	-35.694874
89.875000	-34.628128
90.000000	-35.378727
90.125000	-35.575012
90.250000	-34.319218
90.375000	-35.508011
90.500000	-35.057858
90.625000	-34.731228
90.750000	-35.765705
90.875000	-34.559235
91.000000	-35.286217
91.125000	-35.824303
91.250000	-34.654812
91.375000	-35.528938
91.500000	-35.054203
91.625000	-34.790562
91.750000	-35.944538
91.875000	-34.830544
92.000000	-35.082275
92.125000	-35.845211
92.250000	-34.880512
92.375000	-35.744102
92.500000	-35.329811
92.625000	-34.731602
92.750000	-36.010975
92.875000	-35.113617
93.000000	-35.050983
93.125000	-35.898060
93.250000	-34.816467
93.375000	-35.906799
93.500000	-35.721062
93.625000	-34.715214
93.750000	-36.030048
93.875000	-35.255287
94.000000	-35.254951
94.125000	-36.087227
94.250000	-34.799343
94.375000	-35.819370
94.500000	-35.957092
94.625000	-34.934540
94.750000	-36.092587
94.875000	-35.258480
95.000000	-35.328606
95.125000	-36.240974
95.250000	-34.979961
95.375000	-35.788841
95.500000	-36.105442
95.625000	-35.181038
95.750000	-36.161469
95.875000	-35.371338
96.000000	-35.344040
96.125000	-36.437962
96.250000	-35.225151
96.375000	-35.662453
96.500000	-36.154247
96.625000	-35.329960
96.750000	-36.283421
96.875000	-35.675480
97.000000	-35.278870
97.125000	-36.588734
97.250000	-35.537003
97.375000	-35.711201
97.500000	-36.264675
97.625000	-35.391029
97.750000	-36.438354
97.875000	-36.018948
98.000000	-35.284328
98.125000	-36.603535
98.250000	-35.664867
98.375000	-35.781940
98.500000	-36.523029
98.625000	-35.408749
98.750000	-36.543003
98.875000	-36.259174
99.000000	-35.372471
99.125000	-36.693848
99.250000	-35.861969
99.375000	-35.934986
99.500000	-36.727589
99.625000	-35.432503
99.750000	-36.589664
99.875000	-36.509083
100.000000	-35.516911
100.125000	-36.787773
100.250000	-36.002373
100.375000	-36.013680
100.500000	-36.861187
100.625000	-35.581615
100.750000	-36.601402
100.875000	-36.773487
101.000000	-35.664707
101.125000	-36.901051
101.250000	-36.159203
101.375000	-36.171124
101.500000	-37.043549
101.625000	-35.733315
101.750000	-36.604134
101.875000	-36.934284
102.000000	-35.801651
102.125000	-36.945110
102.250000	-36.371700
102.375000	-36.240871
102.500000	-37.246086
102.625000	-35.923786
102.750000	-36.669312
102.875000	-37.120514
103.000000	-35.968025
103.125000	-36.974606
103.250000	-36.584568
103.375000	-36.284229
103.500000	-37.355690
103.625000	-36.121368
103.750000	-36.712460
103.875000	-37.364597
104.000000	-36.126534
104.125000	-37.099636
104.250000	-36.781250
104.375000	-36.445286
104.500000	-37.440136
104.625000	-36.334621
104.750000	-36.794365
104.875000	-37.558773
105.000000	-36.260414
105.125000	-37.166115
105.250000	-37.054771
105.375000	-36.479809
105.500000	-37.592468
105.625000	-36.566422
105.750000	-36.900116
105.875000	-37.690216
106.000000	-36.428570
106.125000	-37.248566
106.250000	-37.346836
106.375000	-36.601505
106.500000	-37.656277
106.625000	-36.793404
106.750000	-37.026218
106.875000	-37.942459
107.000000	-36.554169
107.125000	-37.359024
107.250000	-37.571075
107.375000	-36.723011
107.500000	-37.747612
107.625000	-37.083759
107.750000	-37.086029
107.875000	-38.044312
108.000000	-36.692749
108.125000	-37.466942
108.250000	-37.857712
108.375000	-36.765881
108.500000	-37.891865
108.625000	-37.328156
108.750000	-37.162842
108.875000	-38.113945
109.000000	-36.920048
109.125000	-37.577030
109.250000	-38.064846
109.375000	-36.833851
109.500000	-37.998905
109.625000	-37.698154
109.750000	-37.157627
109.875000	-38.301117
110.000000	-37.169975
110.125000	-37.711868
110.250000	-38.266197
110.375000	-36.986832
110.500000	-38.160412
110.625000	-37.968578
110.750000	-37.207424
110.875000	-38.405514
111.000000	-37.513737
111.125000	-37.694134
111.250000	-38.463535
111.375000	-37.174770
111.500000	-38.290924
111.625000	-38.176807
111.750000	-37.225941
111.875000	-38.599640
112.000000	-37.799618
112.125000	-37.630497
112.250000	-38.527767
112.375000	-37.487038
112.500000	-38.295147
112.625000	-38.394337
112.750000	-37.395523
112.875000	-38.731312
113.000000	-38.049137
113.125000	-37.719795
113.250000	-38.823280
113.375000	-37.779194
113.500000	-38.267582
113.625000	-38.486568
113.750000	-37.712662
113.875000	-38.797611
114.000000	-38.187412
114.125000	-37.878498
114.250000	-39.030426
114.375000	-38.019108
114.500000	-38.280762
114.625000	-38.797600
114.750000	-37.930847
114.875000	-38.855770
115.000000	-38.316422
115.125000	-38.130402
115.250000	-39.177372
115.375000	-38.033413
115.500000	-38.576954
115.625000	-39.057934
115.750000	-38.037941
115.875000	-38.954903
116.000000	-38.666634
116.125000	-38.286167
116.250000	-39.276630
116.375000	-38.251316
116.500000	-38.697716
116.625000	-39.330166
116.750000	-38.023556
116.875000	-39.165749
117.000000	-38.992874
117.125000	-38.198017
117.250000	-39.466339
117.375000	-38.634594
117.500000	-38.672470
117.625000	-39.453178
117.750000	-38.384895
117.875000	-39.233143
118.000000	-39.253468
118.125000	-38.352856
118.250000	-39.672207
118.375000	-38.937954
118.500000	-38.640961
118.625000	-39.692635
118.750000	-38.654465
118.875000	-39.200657
119.000000	-39.332500
119.125000	-38.801872
119.250000	-38.781063
119.375000	-36.862286
119.500000	-35.156448
119.625000	-38.429337
119.750000	-38.626400
119.875000	-39.404846
120.000000	-39.678627
120.125000	-38.760128
120.250000	-39.788944
120.375000	-39.295872
120.500000	-39.045597
120.625000	-40.078186
120.750000	-38.900967
120.875000	-39.603104
121.000000	-39.975204
121.125000	-38.824642
121.250000	-40.050594
121.375000	-39.655663
121.500000	-38.947659
121.625000	-40.162117
121.750000	-39.397182
121.875000	-39.454781
122.000000	-40.108078
122.125000	-39.235615
122.250000	-39.965599
122.375000	-39.791855
122.500000	-39.372707
122.625000	-40.375744
122.750000	-39.387344
122.875000	-39.652180
123.000000	-40.356384
123.125000	-39.306690
123.250000	-40.151123
123.375000	-40.034256
123.500000	-39.470161
123.625000	-40.488258
123.750000	-39.709534
123.875000	-39.825016
124.000000	-40.539959
124.125000	-39.429489
124.250000	-40.262119
124.375000	-40.400116
124.500000	-39.442894
124.625000	-40.722778
124.750000	-40.058113
124.875000	-39.726139
125.000000	-40.799458
125.125000	-39.808647
125.250000	-40.267582
125.375000	-40.465176
125.500000	-39.832336
125.625000	-40.711037
125.750000	-40.044857
125.875000	-40.163403
126.000000	-40.942642
126.125000	-39.811756
126.250000	-40.569435
126.375000	-40.876629
126.500000	-39.793293
126.625000	-40.935429
126.750000	-40.557713
126.875000	-39.909683
127.000000	-41.113380
127.125000	-40.281677
127.250000	-40.417961
127.375000	-40.992985
127.500000	-40.185192
127.625000	-40.955948
127.750000	-40.580898
127.875000	-40.375660
128.000000	-41.273098
128.125000	-40.261536
128.250000	-40.779015
128.375000	-41.245327
128.500000	-40.176723
128.625000	-41.137447
128.750000	-41.008366
128.875000	-40.280670
129.000000	-41.418880
129.125000	-40.725334
129.250000	-40.621861
129.375000	-41.440529
129.500000	-40.526917
129.625000	-41.106216
129.750000	-41.166618
129.875000	-40.622673
130.000000	-41.573486
130.125000	-40.774902
130.250000	-40.921680
130.375000	-41.655052
130.500000	-40.547005
130.625000	-41.446465
130.750000	-41.467392
130.875000	-40.619579
131.000000	-41.756142
131.125000	-41.179478
131.250000	-40.945972
131.375000	-41.825474
131.500000	-40.973900
131.625000	-41.325695
131.750000	-41.624481
131.875000	-41.017487
132.000000	-41.773670
132.125000	-41.289669
132.250000	-41.277855
132.375000	-42.076099
132.500000	-40.982292
132.625000	-41.639648
132.750000	-41.983215
132.875000	-40.894543
133.000000	-42.094460
133.125000	-41.720325
133.250000	-41.088295
133.375000	-42.211151
133.500000	-41.473423
133.625000	-41.527157
133.750000	-42.050503
133.875000	-41.444206
134.000000	-42.022842
134.125000	-41.713127
134.250000	-41.531437
134.375000	-42.285919
134.500000	-41.466259
134.625000	-41.876362
134.750000	-42.356598
134.875000	-41.347256
135.000000	-42.223114
135.125000	-42.206806
135.250000	-41.489311
135.375000	-42.555325
135.500000	-41.880627
135.625000	-41.777336
135.750000	-42.501785
135.875000	-41.621635
136.000000	-42.311188
136.125000	-42.344898
136.250000	-41.670082
136.375000	-42.714890
136.500000	-42.025906
136.625000	-41.930038
136.750000	-42.795883
136.875000	-41.920692
137.000000	-42.312157
137.125000	-42.455070
137.250000	-41.949532
137.375000	-42.662647
137.500000	-42.136768
137.625000	-42.301548
137.750000	-42.920643
137.875000	-41.914574
138.000000	-42.566380
138.125000	-42.827709
138.250000	-41.873722
138.375000	-42.919041
138.500000	-42.661095
138.625000	-42.126331
138.750000	-43.054157
138.875000	-42.352547
139.000000	-42.581425
139.125000	-43.047718
139.250000	-42.226688
139.375000	-43.014145
139.500000	-42.761940
139.625000	-42.260834
139.750000	-43.349503
139.875000	-42.579678
140.000000	-42.626701
140.125000	-43.233799
140.250000	-42.504486
140.375000	-43.051281
140.500000	-42.904758
140.625000	-42.693687
140.750000	-43.434490
140.875000	-42.605648
141.000000	-42.932632
141.125000	-43.437622
141.250000	-42.519386
141.375000	-43.305153
141.500000	-43.242252
141.625000	-42.666855
141.750000	-43.470097
141.875000	-42.948986
142.000000	-43.099174
142.125000	-43.640457
142.250000	-42.737431
142.375000	-43.413429
142.500000	-43.472404
142.625000	-42.677227
142.750000	-43.751495
142.875000	-43.363960
143.000000	-42.950871
143.125000	-43.744144
143.250000	-43.102032
143.375000	-43.428246
143.500000	-43.690052
143.625000	-43.035469
143.750000	-43.868294
143.875000	-43.437263
144.000000	-43.105774
144.125000	-44.100456
144.250000	-43.382744
144.375000	-43.467773
144.500000	-43.828396
144.625000	-43.279079
144.750000	-43.893661
144.875000	-43.546967
145.000000	-43.483242
145.125000	-44.253323
145.250000	-43.330219
145.375000	-43.649086
145.500000	-44.141766
145.625000	-43.430805
145.750000	-44.074989
145.875000	-43.816860
146.000000	-43.646828
146.125000	-44.263435
146.250000	-43.504555
146.375000	-43.978416
146.500000	-44.332966
146.625000	-43.418938
146.750000	-44.202473
146.875000	-44.126244
147.000000	-43.711342
147.125000	-44.458424
147.250000	-43.810932
147.375000	-44.085636
147.500000	-44.452030
147.625000	-43.580112
147.750000	-44.524120
147.875000	-44.466839
148.000000	-43.669250
148.125000	-44.541885
148.250000	-44.111950
148.375000	-44.101727
148.500000	-44.747250
148.625000	-43.957817
148.750000	-44.544571
148.875000	-44.611099
149.000000	-43.832085
149.125000	-44.878883
149.250000	-44.515358
149.375000	-44.082535
149.500000	-44.812534
149.625000	-44.188049
149.750000	-44.627903
149.875000	-44.852177
150.000000	-44.045197
150.125000	-44.942741
150.250000	-44.639217
150.375000	-44.171326
150.500000	-45.136681
150.625000	-44.534302
150.750000	-44.630455
150.875000	-44.921150
151.000000	-44.242908
151.125000	-45.130322
151.250000	-44.888962
151.375000	-44.302921
151.500000	-45.237713
151.625000	-44.685852
151.750000	-44.638565
151.875000	-45.172485
152.000000	-44.588951
152.125000	-45.225529
152.250000	-45.013920
152.375000	-44.535194
152.500000	-45.470043
152.625000	-44.947174
152.750000	-44.775043
152.875000	-45.297798
153.000000	-44.730629
153.125000	-45.274170
153.250000	-45.219288
153.375000	-44.743782
153.500000	-45.584354
153.625000	-44.999199
153.750000	-44.886154
153.875000	-45.608475
154.000000	-45.075302
154.125000	-45.454773
154.250000	-45.337246
154.375000	-44.844181
154.500000	-45.810932
154.625000	-45.361412
154.750000	-45.066086
154.875000	-45.728569
155.000000	-45.142971
155.125000	-45.437386
155.250000	-45.612698
155.375000	-45.110737
155.500000	-45.932762
155.625000	-45.453747
155.750000	-45.101139
155.875000	-45.999405
156.000000	-45.455307
156.125000	-45.618752
156.250000	-45.756752
156.375000	-45.214169
156.500000	-46.040997
156.625000	-45.744820
156.750000	-45.288933
156.875000	-46.076794
157.000000	-45.568653
157.125000	-45.714611
157.250000	-46.056198
157.375000	-45.398819
157.500000	-46.178276
157.625000	-45.904724
157.750000	-45.409229
157.875000	-46.320072
158.000000	-45.847713
158.125000	-45.848957
158.250000	-46.142834
158.375000	-45.507637
158.500000	-46.360561
158.625000	-46.245033
